sample,sc_id,mc_id,day,treatment,mc_round,age,total_seq, Enterobacteriaceae_ng, Enterococcus, Pseudomonas, Paenibacillus, Cellulosimicrobium, Enterobacteriaceae_ng, Enterobacteriaceae_ng, Enterococcus, Stenotrophomonas, Enterobacteriaceae_ng, Bombilactobacillus, Priestia, Pseudomonas, Mixta, Enterobacteriaceae_ng, Lactobacillus, Enterobacteriaceae_ng, Enterococcus, Lactobacillus, Rhizobium, Delftia, Bifidobacterium, Snodgrassella, Sphingomonas, Bombilactobacillus, Bifidobacterium, Lysinibacillus, Bifidobacterium, Curtobacterium, Lactobacillus, Roseomonas, Lactobacillus, Sphingobacterium, Paracoccus, Comamonadaceae_ng, Apilactobacillus, Pseudomonas, Dermacoccus, Schmidhempelia, Bombiscardovia, Schmidhempelia, Stenotrophomonas, Lactobacillus, Rhodococcus, Delftia, Bifidobacterium, Lactobacillus, Dermacoccus, Pseudomonas, Methylorubrum, Meiothermus, Enterobacteriaceae_ng, Pseudomonas, Stenotrophomonas, Roseomonas, Acinetobacter, Commensalibacter, Snodgrassella, Arsenophonus, Comamonas, Klebsiella, Enterococcus, Acetobacter, Bifidobacterium, Sphingobium, Bombilactobacillus, Paenibacillus, Brevundimonas, Paenibacillus, Lachnoclostridium, Lactobacillus, Leucobacter, Paenibacillus, Bombilactobacillus, Lactobacillus
M71D3,5,71,3,Control,6,3,23786,0,0.006348272,0,0.000378374,0,0,0.205288825,0,0,0,0,0,0.04540486,0,0,0.019128899,0.028966619,0,0.015219036,0,0.005171109,0.181829648,0,0,0,0,0.000294291,0,0.00054654,0.047675103,0,0,0,0,0,0,0.005423358,0,0.005044984,0.019759522,0.014462289,0.020264021,0.006096023,0,0,0.016984781,0.056671992,0,0,0,0,0,0.039434962,0.071596738,0,0.03308669,0,0.125073573,0,0,0,0.001765745,0,0.015975784,0,0.012107963,0,0,0,0,0,0,0,0,0
M71D5,5,71,5,Control,6,3,24919,0,0.01841968,0,0.002488061,0,0,0.044143023,0,0,0,0,0,0.15137044,0,0,0.010193025,0.005858983,0,0.002688711,0,0.125968137,0.072113648,0,0,0,0,0.00032104,0,0.002407801,0.011998876,0,0,0,0,0,0,0.001244031,0,0.001765721,0.006902364,0.006581323,0.064930374,0,0,0.025562824,0.007785224,0.011236406,0,0,0,0,0,0.118985513,0.242826759,0,0.003210402,0,0.033628958,0,0,0.014607328,0.006059633,0,0.003812352,0,0.002889362,0,0,0,0,0,0,0,0,0
M71D8,5,71,8,Control,6,3,17225,0,0.002380261,0,0,0,0,0.052888244,0,0,0,0,0,0.04,0,0,0.053759071,0.00766328,0,0.036458636,0,0.008708273,0.188040639,0,0,0,0,0,0,0,0.031291727,0,0,0.00011611,0,0,0,0,0,0.044992743,0.018113208,0.127953556,0.005921626,0,0,0,0.031698113,0.03796807,0,0,0,0,0,0.032975327,0.020087083,0,0.00011611,0,0.216603774,0,0,0,0,0,0.027866473,0,0.014397678,0,0,0,0,0,0,0,0,0
M72D0,5,72,0,DMSO,6,3,25808,0,0.000387477,0,0,0,0,0.153944513,0,0,0,0,0,0,0,0,0.031656851,0.02150496,0,0.026077185,0,0,0.139452883,0,0,0,0,0,0,0,0.099465282,0,0,0,0,0,0,0,0,0.04816336,0.026774644,0.13984036,0,0.006780843,0,0,0.045141042,0.139724117,0,0,0,0,0,0,0,0,0,0,0.056377867,0,0,0,0,0,0.02650341,0,0.038205208,0,0,0,0,0,0,0,0,0
M72D14,5,72,14,DMSO,6,3,25557,0,0.009116876,0,0,0,0,0.03392417,0,0,0,0,0,0,0,0,0.018155496,0.00418672,0,0.037797864,0,0,0.185272137,0,0,0,0,0,0,0.001995539,0.032241656,0,0,0,0,0,0.000234769,0,0,0.029854834,0.024729037,0.090816606,0,0,0,0,0.025511602,0.035215401,0,0,0,0,0,0,0,0,0.163477716,0,0.278710334,0,0,0,0,0,0.015533905,0,0.013225339,0,0,0,0,0,0,0,0,0
M72D3,5,72,3,DMSO,6,3,20245,0,0,0,0,0,0,0.147789578,0,0,0,0,0,0,0,0,0.047172141,0.020004939,0,0.017633984,0,0,0.13223018,0,0,0,0,0,0,0,0.07621635,0,0,0,0,0,0,0,0,0.052358607,0.020795258,0.15514942,0,0,0,0,0.032501852,0.065942208,0,0,0,0,0,0,0,0,0,0,0.189182514,0,0,0,0,0,0.015065448,0,0.02795752,0,0,0,0,0,0,0,0,0
M72D5,5,72,5,DMSO,6,3,27859,0,0.009655767,0,0,0,0,0.097419146,0,0,0,0,0,0,0,0,0.020316594,0.01295811,0,0.030869737,0,0,0.204063319,0,0,0,0,0,0,0.001399907,0.038658961,0,0,0,0,0,0,0,0,0.024552209,0.016906565,0.070713235,0,0,0,0,0.028392979,0.037618005,0,0,0,0.000179475,0,0,0,0,0.025090635,0,0.331562511,0,0,0,0.003553609,0,0.023008722,0,0.022721562,0,0,0,0,0,0.000179475,0.000179475,0,0
M72D8,5,72,8,DMSO,6,3,30129,0,0.000331906,0,0,0,0,0.125194995,0,0,0,0,0,0,0,0,0.018719506,0.019084603,0,0.034451857,0,0,0.197318198,0,0,0,0,0,0,0.000132762,0.016927213,0,0,0,0,0,0,0,0,0.02867669,0.013442199,0.08543264,0,0,0,0,0.027846925,0.05031697,0,0,0,0,0,0,0,0,0.005775167,0,0.349065684,0,0,0,0,0,0.014305155,0,0.01297753,0,0,0,0,0,0,0,0,0
M73D0,5,73,0,1 ppb,6,3,21537,0,0,0,0,0,0,0.118075869,0,0,0,0,0,0,0,0,0.016158239,0.014393834,0,0.036495334,0,0,0.195570414,0,0,0,0,0,0,0,0.079026791,0,0,0,0,0,0,0,0,0.037284673,0.014115244,0.118772345,0,0.00566467,0,0,0.047081766,0.100431815,0,0,0,0,0,0,0,0,0,0,0.171286623,0,0,0,0,0,0.026605377,0,0.019037006,0,0,0,0,0,0,0,0,0
M73D14,5,73,14,1 ppb,6,3,25580,0,0,0,0,0,0,0.015598124,0,0,0,0,0,0,0,0,0.026192338,0,0,0.095582486,0,0,0.231469898,0,0,0,0,0,0,0,0.04370602,0,0,0,0,0,0,0,0,0.046598905,0.025684128,0.138584832,0,0,0,0,0.031626271,0.083502737,0,0,0,0,0,0,0,0,0,0,0.233620016,0,0,0,0,0,0.017161845,0,0.0106724,0,0,0,0,0,0,0,0,0
M73D3,5,73,3,1 ppb,6,3,27127,0,0,0,0,0,0,0.096509013,0,0,0,0,0,0,0,0,0.03826446,0.01356582,0,0.046374461,0,0,0.22969735,0,0,0,0,0,0,0,0.108342242,0,0,0,0,0,0,0,0,0.01832123,0.021675821,0.056511962,0,0,0,0,0.038854278,0.077708556,0,0,0,0,0,0,0.000184318,0,0,0,0.212850665,0.000184318,0,0,0,0,0.020164412,0,0.020791094,0,0,0,0,0,0,0,0,0
M73D5,5,73,5,1 ppb,6,3,31475,0,0,0,0,0,0,0.127402701,0,0,0,0,0,0,0,0,0.023161239,0.017156473,0,0.054900715,0,0,0.233137411,0,0,0,0,0,0,6.35E-05,0.061763304,0,0,0,0,0,0,0,0,0.022557585,0.022779984,0.065289913,0,0,0,0,0.032057188,0.068181096,0,0,0,0,0,0,0,0,0,0,0.225925338,0,0,0,0,0,0.011437649,0,0.034185862,0,0,0,0,0,0,0,0,0
M73D8,5,73,8,1 ppb,6,3,31334,0,0.001787196,0,0,0,0,0.318695347,0,0,0,0,0,0.001531882,0,0,0.009701921,0.043211847,0,0.030222761,0,0,0.138699177,0,0,0,0,0,0,0,0.020010213,0,0,0,0,0,0,0,0,0.011552946,0.0193081,0.032648242,0,0,0,0,0.023839918,0.025531372,0,0,0,0,0,0,0.000382971,0,0.000127657,0,0.235718389,0,0,0,0.007627497,0,0.018446416,0,0.06073275,0,0,0,0,0,0.0002234,0,0,0
M74D0,5,74,0,10 ppb,6,3,31608,0,0.003005568,0,0.00012655,0,0,0.465103771,0,0,0,0,0,0.140375854,0,0,0.000189825,0.061250316,0,0.002436092,0,0,0.015249304,0,0,0,0,0.000601114,0,0.000158188,0.007371552,0,0,0.035212604,0,0,0,0,0,0.001455328,0.001740066,0.004207795,0.017179195,0,0,0,0.008668691,0.008415591,0,0,0,0,0,0,0.016293343,0,0.18789547,0,0.015280942,0,0,0,0.001202227,0,0.003005568,0,0.002879018,0,0,0,0,0,0.000696026,0,0,0
M74D14,5,74,14,10 ppb,6,3,31233,0,0.011334166,0,0.000800435,0.001664906,0,0.016008709,0.012582845,0,0,0,0,0.014824064,0,0,0.001280697,0.00211315,0.002497359,0.0049627,0.020235008,0,0.064002818,0,0.000768418,0,0,0.001696923,0,0.002785515,0.007652163,0.000608331,0,0.069413761,0,0.002337271,0,0.002593411,0,0.00470656,0.005474978,0.015720552,0.069061569,0,0.002945602,0,0.010245574,0.007203919,0,0,0.000832453,0,0,0,0.071206736,0.005122787,0.422950085,0,0.037460378,0,0.034002497,0,0.006851727,0,0.003457881,0,0.005539013,0,0.000192105,0,0,0,0.056350655,0.000512279,0,0
M74D3,5,74,3,10 ppb,6,3,29823,0,0.003520773,0,0,0.000100594,0,0.481742279,0,0,0,0,0,0.006773296,0,0,0.00114006,0.068705362,0,0.003956678,0.004962613,0,0.064145123,0,0,0,0,0.000838279,0,0.001341247,0.013110686,6.71E-05,0,0.021325822,0,0,0,0.000972404,0,0.006437984,0.007712168,0.022432351,0.013814841,0,0,0,0.013747779,0.014552527,0,0,0,0,0,0,0.014250746,0,0.126781343,0,0.053079838,0,0,0,0.001911277,0,0.004694363,0,0.043992891,0,0,0,0,0,0.003889615,0,0,0
M74D5,5,74,5,10 ppb,6,3,28081,0,0.006338806,0,0.000534169,0.00028489,0,0.204978455,0.001531284,0,0,0,0,0.032121363,0,0,0.000427335,0.030554467,0,0.003952851,0.00815498,0,0.024251273,0,0,0,0,0.006766141,0,0.004380186,0.010434101,0.000142445,0,0.072255262,0,0,0,0.007335921,0,0.000961504,0.004166518,0.003454293,0.063174388,0,0,0,0.007229087,0.006053915,0,0.001780563,0,0,0,0,0.071614259,0.000783448,0.370179125,0,0.013283003,0,0,0.009045262,0.004024073,0,0.001602507,0,0.007442755,0,0,0,0,0,0.020761369,0,0,0
M74D8,5,74,8,10 ppb,6,3,26385,0,0.009323479,0,0.001553913,0,0,0.081978397,0.005685048,0,0,0,0,0.02118628,0,0,0.000454804,0.011218495,0,0.006367254,0.026681827,0,0.057456888,0,0,0,0,0.000833807,0,0.003373129,0.007163161,0.000341103,0,0.080159181,0,0.000341103,0,0.003183627,0,0.010649991,0.004548039,0.03054766,0.077392458,0,0,0,0.013833618,0.012203904,0,0,0,0,0,0,0.087360243,0.001781315,0.343642221,0,0.04476028,0,0.000341103,0.003752132,0.005988251,0,0.003638431,0,0.00473754,0,0,0,0,0,0.036952814,0.000568505,0,0
M75D0,5,75,0,100 ppb,6,3,23771,0,0.023600185,0,8.41E-05,0,0,0.184005721,0,0,0,0,0,0.546422111,0,0,0.010685289,0.024988431,0,0.003659922,0,0,0.039922595,0,0,0,0,0.00021034,0,0,0.012956964,0,0,0.000378613,0,0,0,0,0,0.006983299,0.005300576,0.020066468,0.002145471,0,0,0,0.013377645,0.029111102,0,0,0,0,0,0,0.007740524,0,0.000168272,0,0.044423878,0,0.000883429,0,0.001850995,0,0.006604686,0,0.013545917,0,0,0,0,0,0.000883429,0,0,0
M75D14,5,75,14,100 ppb,6,3,23270,0,0.004856038,0,0,0,0,0.110012892,0,0,0,0,0,0.123033949,0,0,0.013751612,0.016072196,0,0.01009884,0,0,0.213235926,0,0,0,0,0,0,0,0.012634293,0,0,0,0,0,0.000257843,0,0,0.030554362,0.013107005,0.084185647,0,0,0,0,0.016931672,0.019338204,0,0,0,0,0,0,0.000558659,0,0.000257843,0,0.302320584,0,0,0,0,0,0.011860765,0,0.016845724,0,0,0,0,0,8.59E-05,0,0,0
M75D3,5,75,3,100 ppb,6,3,25446,0,0.001964945,0,0,0,0,0.390827635,0,0,0,0,0,0.00864576,0,0,0.017488014,0.05214965,0,0.007427494,0,0,0.153069245,0,0,0,0,0,0,0,0.068576594,0,0,0,0,0,0,0,0,0.011396683,0.016426943,0.033286175,0.00070738,0,0,0,0.022400377,0.036783777,0,0,0,0,0,0,0,0,0,0,0.145012969,0,0.000117897,0,0,0,0.01116089,0,0.022557573,0,0,0,0,0,0,0,0,0
M75D5,5,75,5,100 ppb,6,3,31479,0,0.007147622,0,0,0,0,0.014930589,0,0,0,0,0,0.008323009,0,0,0.014739985,0,0,0.024714889,0,0,0.17329013,0,0,0,0,0,0,0,0.074811779,0,0,0,0,0,0,0,0,0.054480765,0.019187395,0.168016773,0,0,0,0,0.026112647,0.034276819,0,0,0,0,0,0,0.000603577,0,0.000698879,0,0.337971346,0,0,0,0,0,0.008354776,0,0.032148416,0,0,0,0,0,0.000190603,0,0,0
M75D8,5,75,8,100 ppb,6,3,24573,0,0,0,0,0,0,0.174703943,0,0,0,0,0,0,0,0,0.008098319,0.022829935,0,0.01420258,0,0,0.239653278,0,0,0,0,0,0,0,0.03658487,0,0,0,0,0,0,0,0,0.025149554,0.014487446,0.072396533,0,0,0,0,0.046840028,0.036340699,0,0,0,0,0,0,0.00024417,0,0,0,0.259431083,0,0,0,0,0,0.018556953,0,0.030480609,0,0,0,0,0,0,0,0,0
M76D0,5,76,0,800 ppb,6,3,24078,0,0,0,0,0,0,0.211811612,0,0,0,0,0,0,0,0,0.010299859,0.029155245,0,0.019976742,0,0,0.13452114,0,0,0,0,0,0,0,0.072929645,0,0,0,0,0,0,0,0,0.017027992,0.024669823,0.046224769,0,0.012833292,0,0,0.026289559,0.060096354,0,0,0,0,0,0,0,0,0,0,0.301852313,0,0,0,0,0,0.008472464,0,0.023839189,0,0,0,0,0,0,0,0,0
M76D14,5,76,14,800 ppb,6,3,26533,0,0.00380658,0,0,0,0,0.445897562,0,0,0,0,0,0,0,0,0.014660988,0.058304753,0,0.024460106,0,0,0.137526853,0,0,0,0,0,0,0,0.031997889,0,0,0,0,0,0,0,0,0.014057966,0.017449968,0.039761806,0,0,0,0,0.024648551,0.049033279,0,0,0,7.54E-05,0,0,0,0,0,0,0.114988882,0,0,0,0,0,0.008027739,0,0.0153017,0,0,0,0,0,0,0,0,0
M76D3,5,76,3,800 ppb,6,3,28502,0,0.002245456,0,0,0,0,0.664269174,0,0,0,0,0,0.004210231,0,0,0.003789208,0.09350221,0,0.003719037,0,0,0.072380886,0,0,0,0,0,0,0,0.01087643,0,0,0,0,0,0,0,0,0.002841906,0.008104694,0.007017051,0,0,0,0,0.014805979,0.008315206,0,0,0,0,0,0.002385797,0,0,0,0,0.082660866,0,0,0,0,0,0.005122448,0,0.013753421,0,0,0,0,0,0,0,0,0
M76D5,5,76,5,800 ppb,6,3,28462,0,0,0,0,0,0,0.214918136,0,0,0,0,0,0.000562153,0,0,0.014475441,0.030918418,0,0.022661795,0,0,0.161724404,0,0,0,0,0,0,0,0.054282904,0,0,0,0,0,0,0,0,0.018937531,0.024418523,0.05533694,0,0,0,0,0.024699599,0.030285995,0,0,0,0,0,0,7.03E-05,0,0,0,0.279917082,0,0,0,0,0,0.01254304,0,0.054247769,0,0,0,0,0,0,0,0,0
M76D8,5,76,8,800 ppb,6,3,26324,0,0.002507218,0,0,0,0,0.561274882,0,0,0,0,0,0.006533961,0,0,0.005888163,0.079395229,0,0.009117155,0,0,0.094932381,0,0,0,0,0,0,0,0.013067923,0,0,0,0,0,0,0,0,0.004938459,0.012612065,0.015195259,0,0,0,0,0.021463303,0.027807324,0,0,0,0,0,0.00615408,0.000227929,0,0.001519526,0,0.121144203,0,0,0,0,0,0.005584258,0,0.010636681,0,0,0,0,0,0,0,0,0
M8D0,2,8,0,Control,1,1,27903,0,0,0,0,0,0,0.000322546,0,0,0,0,0,0,0,0,0.021538903,0,0,0.30330072,0,0,0,0,0,0,0,0,0,0,0.165322725,0,0,0,0,0,0,0,0,0,0,0.255563918,0,0,0,0,0,0.041572591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045765688,0,0.166612909,0,0,0,0,0,0,0,0,0
M8D14,2,8,14,Control,1,1,24417,0,0.007003317,0,0.000901012,0,0,0.12450342,0,0,0,0,0,0.015685793,0,0,0.001474383,0.012040791,0,0.026579842,0.001433428,0,0,0,0,0,0,0.000327641,0,0.012614162,0.014088545,0,0,0.039931195,0,0,0,0,0,0,0,0.011754106,0.053323504,0,0,0,0,0.009378712,0,0,0,0,0,0,0.214686489,0,0.380800262,0,0,0,0.037637711,0,0,0,0.004218372,0,0.019986075,0,0,0,0,0,0.011631241,0,0,0
M8D3,2,8,3,Control,1,1,28140,0,0.001599147,0,0,0,0,0.029104478,0,0,0,0,0,0.003340441,0,0,0.019402985,0,0,0.253304904,0,0,0,0,0,0,0,0,0,0,0.193461265,0,0,0,0,0,0,0,0,0,0,0.252665245,0,0,0,0,0,0.04267946,0,0,0,0,0,0,0.000746269,0,0.003731343,0,0,0,0,0,0,0,0.059168443,0,0.140511727,0,0,0,0,0,0.000284293,0,0,0
M8D5,2,8,5,Control,1,1,20077,0,0.006574687,0,0,0,0,0.145838522,0,0,0,0,0,0.005030632,0,0,0.03561289,0,0,0.154056881,0,0,0,0,0,0,0,0,0,0.00254022,0.181401604,0,0,0,0,0,0,0,0,0,0,0.163371022,0.010509538,0,0,0,0,0.057179858,0,0,0,0,0,0,0.031827464,0,0.015340937,0,0,0,0,0,0,0,0.046869552,0,0.141106739,0,0,0,0,0,0.002739453,0,0,0
M8D8,2,8,8,Control,1,1,25561,0,0,0,0,0,0,0.132623919,0,0,0,0,0,0.000234733,0,0,0.067368256,0.017644067,0,0.196392942,0,0,0,0,0,0,0,0,0,0,0.266186769,0,0,0,0,0,0,0,0,0,0,0.070145925,0,0,0,0,0,0.123117249,0,0,0,0,0,0,0.000704198,0,0.000625954,0,0,0,0,0,0,0,0.017683189,0,0.107272798,0,0,0,0,0,0,0,0,0
M9D0,2,9,0,DMSO,1,1,24709,0,0,0,0,0,0,0.004977943,0,0,0,0,0,0,0,0,0.047108341,0,0,0.193532721,0,0,0,0,0,0,0,0,0,0,0.265571249,0,0,0,0,0,0,0,0,0,0,0.256910437,0,0,0,0,0,0.068962726,0,0,0,0,0,0,0,0,0.000121413,0,0,0,0,0,0,0,0.028896354,0,0.133918815,0,0,0,0,0,0,0,0,0
M9D14,2,9,14,DMSO,1,1,22715,0.003081664,0.002465331,0,0,0,0,0.100330178,0,0,0,0,0,0.080915694,0,0,0,0.009949373,0,0.009244992,0.000220119,0,0,0,0,0,0,0.002377284,0,0.000616333,0.008320493,0,0,0.032797711,0,0,0,0.011490205,0,0,0,0.007748184,0.031653093,0,0,0,0.007572089,0.014571869,0,0.002201189,0,0,0,0,0.125159586,0,0.510587717,0,0,0,0.011182038,0.018137794,0,0,0.001232666,0,0.007924279,0.000220119,0,0,0,0,0,0,0,0
M9D3,2,9,3,DMSO,1,1,21662,0,0,0,0,0,0,0.010248361,0,0,0,0,0,0.002169698,0,0,0.033884221,0,0,0.169790416,0,0,0,0,0,0,0,0,0,0,0.296740836,0,0,0,0,0,0,0,0,0,0,0.250346228,0,0,0,0,0,0.052534392,0,0,0,0,0,0,0,0,0.000507802,0,0,0,0,0,0,0,0.024789955,0,0.15898809,0,0,0,0,0,0,0,0,0
M9D5,2,9,5,DMSO,1,1,23325,0,0,0,0,0,0,0.008531618,0,0,0,0,0,0.000428725,0,0,0.044072883,0,0,0.156998928,0,0,0,0,0,0,0,0,0,0,0.229539121,0,0,0,0,0,0,0,0,0,0,0.242186495,0,0,0,0,0,0.15807074,0,0,0,0,0,0,0.000128617,0,0.000685959,0,0,0,0,0,0,0,0.034769561,0,0.124587353,0,0,0,0,0,0,0,0,0
M9D8,2,9,8,DMSO,1,1,26248,0.010972265,0.012077111,0,0,0,0,0.120161536,0,0,0,0,0,0.101341055,0,0,0.001600122,0.004343188,0,0.027125876,0,0,0,0,0,0,0,0.001447729,0,0,0.006629077,0,0,0.003771716,0,0,0,0.007848217,0,0,0,0.003352636,0.008838769,0,0,0,0.000647668,0.003733618,0,0,0,0,0,0,0.029830844,0,0.64180128,0,0,0,0,0,0,0,0.002704968,0,0.011429442,0.000342883,0,0,0,0,0,0,0,0
