sample,sc_id,mc_id,day,treatment,mc_round,age,total_seq, Enterobacteriaceae_ng, Enterococcus, Pseudomonas, Paenibacillus, Cellulosimicrobium, Enterobacteriaceae_ng, Enterobacteriaceae_ng, Enterococcus, Stenotrophomonas, Enterobacteriaceae_ng, Bombilactobacillus, Priestia, Pseudomonas, Mixta, Enterobacteriaceae_ng, Lactobacillus, Enterobacteriaceae_ng, Enterococcus, Lactobacillus, Rhizobium, Delftia, Bifidobacterium, Snodgrassella, Sphingomonas, Bombilactobacillus, Bifidobacterium, Lysinibacillus, Bifidobacterium, Curtobacterium, Lactobacillus, Roseomonas, Lactobacillus, Sphingobacterium, Paracoccus, Comamonadaceae_ng, Apilactobacillus, Pseudomonas, Dermacoccus, Schmidhempelia, Bombiscardovia, Schmidhempelia, Stenotrophomonas, Lactobacillus, Rhodococcus, Delftia, Bifidobacterium, Lactobacillus, Dermacoccus, Pseudomonas, Methylorubrum, Meiothermus, Enterobacteriaceae_ng, Pseudomonas, Stenotrophomonas, Roseomonas, Acinetobacter, Commensalibacter, Snodgrassella, Arsenophonus, Comamonas, Klebsiella, Enterococcus, Acetobacter, Bifidobacterium, Sphingobium, Bombilactobacillus, Paenibacillus, Brevundimonas, Paenibacillus, Lachnoclostridium, Lactobacillus, Leucobacter, Paenibacillus, Bombilactobacillus, Lactobacillus
M2D0,1,2,0,DMSO,1,1,27449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004153157,0,0,0.199060075,0,0,0,0.11024081,0,0,0.005901854,0,0,0,0.221574556,0,0,0,0,0,0,0,0,0,0.043389559,0.209880141,0,0,0,0,0.081350869,0.015410397,0,0,0,0,0.000109294,0,0,0,0,0,0,0,0,0,0,0,0.00972713,0,0.099202157,0,0,0,0,0,0,0,0,0
M2D14,1,2,14,DMSO,1,1,25606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003866281,0,0,0.087674764,0,0,0,0.349293134,0,0,0.006639069,0,0,0,0.060962274,0,0,0,0,0,0,0,0,0,0.064203702,0.118878388,0,0,0,0,0.107318597,0.008318363,0,0,0,0,0.00011716,0,0,0,0,0,0,0,0,0,0,0,0.033078185,0,0.159650082,0,0,0,0,0,0,0,0,0
M2D3,1,2,3,DMSO,1,1,26068,0,0,0,0,0,0,0.003951205,0,0,0,0,0,0,0,0,0.00602271,0,0,0.172778886,0,0,0,0.123638177,0,0,0.007403713,0,0,0,0.264960872,0,0,0,0,0,0,0,0,0,0.045074421,0.144276508,0,0,0,0,0.098434863,0.033335891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011815252,0,0.088307503,0,0,0,0,0,0,0,0,0
M2D5,1,2,5,DMSO,1,1,26476,0,0,0,0,0,0,0.000339931,0,0,0,0,0,0,0,0,0.004192476,0,0,0.092687717,0,0,0,0.182920381,0,0,0.006307599,0,0,0,0.226431485,0,0,0,0,0,0,0,0,0,0.042038072,0.308807977,0,0,0,0,0.053482399,0.020660221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010802236,0,0.051329506,0,0,0,0,0,0,0,0,0
M2D8,1,2,8,DMSO,1,1,25771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046952,0,0,0.197237205,0,0,0,0.104652516,0,0,0.005471266,0,0,0,0.141205231,0,0,0,0,0,0,0,0,0,0.039307749,0.342089946,0,0,0,0,0.043770129,0.041597144,0,0,0,0,0.000155213,0,0,0,0,0,0,0,0,0,0,0,0.010282876,0,0.069535524,0,0,0,0,0,0,0,0,0
M30D0,3,30,0,DMSO,3,1,21888,0,0,0,0,0,0,0.001416301,0,0,0,0,0,0.000274123,0,0,0.005710892,0,0,0,0,0,0.127467105,0,0,0,0,0,0,0,0.224552266,0,0,0,0,0,0,0,0,0,0.017772295,0.223455775,0,0,0,0,0.012472588,0.037052266,0,0,0,0,0,0,0.000502558,0,0.001005117,0,0.346171418,0,0,0,0,0,0.001005117,0,0.001142178,0,0,0,0,0,0,0,0,0
M30D14,3,30,14,DMSO,3,1,25069,0,0,0,0,0,0.000957358,0,0,0,0,0,0,0,0,0.000438789,0.041206271,0,0,0.006861063,0,0,0.214727353,0,0,0,0,0,0,0,0.14093103,0,0,0,0,0,0,0,0.000398899,0,0.021101759,0.148430332,0,0,0,0,0.030914675,0.050939407,0,0,0,0,0,0,0,0,0.001396147,0,0.318201763,0,0,0,0,0,0.010012366,0,0.013482788,0,0,0,0,0,0,0,0,0
M30D3,3,30,3,DMSO,3,1,20086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017922931,0,0,0,0,0,0.238076272,0,0,0,0,0,0,0,0.108334163,0,0,0,0,0,0,0,0,0,0.020760729,0.211789306,0,0,0,0,0.013193269,0.060440108,0,0,0,0,0,0,0,0,0,0,0.326744997,0,0,0,0,0,0.002389724,0,0.000348501,0,0,0,0,0,0,0,0,0
M30D5,3,30,5,DMSO,3,1,30047,0,0,0,0,0,0,0,0,0,0,0,0.000366093,0,0,0,0.007055613,0,0,0,0,0,0.281725297,0,0,0,0,0,0,0,0.210137451,0,0,0,0,0,0,0,0,0,0.028688388,0.235231471,0,0,0,0,0.040070556,0.092588278,0,0,0,0,0,0,0,0,0,0,0.102739042,0,0,0,0,0,0.00139781,0,0,0,0,0,0,0,0,0,0,0
M30D8,3,30,8,DMSO,3,1,29322,0,0,0,0,0,0,0,0,0,0,0,0.000136416,0,0,0,0.030591365,0,0,0,0,0,0.252984107,0,0,0,0,0,0,0,0.121751586,0,0,0,0,0,0,0,0,0,0.02220176,0.194461496,0,0,0,0,0.051940522,0.103096651,0,0,0,0,0,0,0,0,0,0,0.208751108,0,0,0,0,0,0.010947411,0,0.003137576,0,0,0,0,0,0,0,0,0
M31D0,3,31,0,1 ppb,3,1,22188,0,0.002388679,0,0,0,0,0.004957635,0,0,0,0,0,0,0,0,0.308860645,0,0,0.000495763,0.000315486,0,0.139985578,0,0,0,0,0.000315486,0,0,0.107355327,0,0,0.001126735,0,0,0,0.000856319,0,0,0.024067063,0.122588787,0.004371732,0,0,0,0.018388318,0.119433928,0,0,0,0,0,0,0.013295475,0,0.018658734,0,0.086488192,0,0.00076618,0,0,0,0.012844781,0,0.011537768,0,0,0,0,0,0.000901388,0,0,0
M31D14,3,31,14,1 ppb,3,1,22889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062868627,0,0,0,0,0,0.255581284,0,0,0,0,0,0,0,0.110533444,0,0,0,0,0,0,0,0.000262135,0,0.025208615,0.172047709,0.000305824,0,0,0,0.01275722,0.071125868,0,0,0,0,0,0,0,0,0,0,0.268469571,0,0,0,0,0,0.01031063,0,0.010529075,0,0,0,0,0,0,0,0,0
M31D3,3,31,3,1 ppb,3,1,29905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058485203,0,0,0,0,0,0.157064036,0,0,0,0,0,0,0,0.156629326,0,0,0,0,0,0,0,0,0,0.019929778,0.330479853,0,0,0,0,0.028824611,0.136900184,0,0,0,0,0,0,0,0,0,0,0.108042133,0,0,0,0,0,0.002675138,0,0.000969738,0,0,0,0,0,0,0,0,0
M31D5,3,31,5,1 ppb,3,1,27089,0,0,0,0,0,0,0,0,0,0,0,0.000221492,0,0,0,0.040902211,0,0,0,0,0,0.234560154,0,0,0,0,0,0,0,0.145335745,0,0,0,0,0,0,0,0,0,0.028904721,0.199305991,0,0,0,0,0.039684005,0.084388497,0,0,0,0,0,0,0,0,0,0,0.213481487,0,0,0,0,0,0.009819484,0,0.003396212,0,0,0,0,0,0,0,0,0
M31D8,3,31,8,1 ppb,3,1,21039,0,0,0,0,0,0,0,0,0,0,0,9.51E-05,0,0,0,0.020485765,0,0,0,0,0,0.197490375,0,0,0,0,0,0,0,0.115167071,0,0,0,0,0,0,0,0,0,0.018251818,0.207281715,0,0,0,0,0.031750558,0.117638671,0,0,0,0,0,0,0,0,0,0,0.280716764,0,0,0,0,0,0.009220971,0,0.001901231,0,0,0,0,0,0,0,0,0
M32D0,3,32,0,10 ppb,3,1,19056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005824937,0,0,0,0,0,0.158217884,0,0,0,0,0,0,0,0.144941226,0,0,0,0,0,0,0,0,0,0.022355164,0.348446683,0,0,0,0,0.038098237,0.115291772,0,0,0,0,0,0,0,0,0,0,0.162258606,0,0,0,0,0,0.002781276,0,0.001784215,0,0,0,0,0,0,0,0,0
M32D14,3,32,14,10 ppb,3,1,26572,0,0.00323649,0,0,0,0,0,0,0,0,0,0,0.495333434,0.000677405,0,0.034133675,0,0,0.006322445,0,0,0.12317477,0,0,0,0,0,0,0.002860154,0.036579858,0,0,0.000865573,0,0,0,0,0,0,0.01223092,0.048283908,0.001844046,0,0,0,0.008091224,0.025101611,0,0,0.001919314,0,0,0,0.005456872,0,0,0,0.176238145,0,0.001091374,0,0,0,0.005795574,0,0.005757941,0,0,0,0,0,0.004741834,0.000263435,0,0
M32D3,3,32,3,10 ppb,3,1,30199,0,0,0,0,0,0,0,0,0,0,0,9.93E-05,0,0,0,0.015232292,0,0,0.003907414,0,0,0.149177125,0,0,0,0,0,0,0,0.24633266,0,0,0,0,0,0,0,0,0,0.018212524,0.293751449,0,0,0,0,0.017815159,0.095201828,0,0,0,0,0,0,0,0,0,0,0.144375642,0.000198682,0,0,0,0,0.011192424,0,0.00450346,0,0,0,0,0,0,0,0,0
M32D5,3,32,5,10 ppb,3,1,26180,0,0,0,0,0,0,0,0,0,0,0,0.000190985,0,0,0,0.004621849,0,0,0,0,0,0.170741024,0,0,0,0,0,0,0,0.167226891,0,0,0,0,0,0,0,0,0,0.016386555,0.358594347,0,0,0,0,0.028265852,0.055844156,0,0,0,0,0,0,0,0,0,0,0.190603514,0,0,0,0,0,0.002139037,0,0.005385791,0,0,0,0,0,0,0,0,0
M32D8,3,32,8,10 ppb,3,1,24536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010881969,0,0,0.003382784,0,0,0.229254972,0,0,0,0,0,0,0,0.14354418,0,0,0,0,0,0,0,0,0,0.024861428,0.127486143,0,0,0,0,0.038514835,0.048744702,0,0,0,0,0,0,0,0,0,0,0.351728073,0,0,0,0,0,0.012430714,0,0.009170199,0,0,0,0,0,0,0,0,0
M33D0,3,33,0,100 ppb,3,1,29098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105368067,0,0,0,0,0,0.167606021,0,0,0,0,0,0,0,0.229053543,0,0,0,0,0,0,0,0,0,0.017595711,0.253247646,0,0,0,0,0.009691388,0.018592343,0,0,0,0,0,0,0,0,0,0,0.195992852,0,0,0,0,0,0.001065365,0,0.001787064,0,0,0,0,0,0,0,0,0
M33D14,3,33,14,100 ppb,3,1,21958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208671099,0,0,0.039438929,0,0,0.176883141,0,0,0,0,0,0,0,0.131797067,0,0,0,0,0,0,0,0.000136624,0,0.023909281,0.187949722,0,0,0,0,0.011658621,0.037571728,0,0,0,0,0,0,0,0,0,0,0.15698151,0,0,0,0,0,0.008379634,0,0.007195555,0,0,0,0,0,0,0,0,0.009427088
M33D3,3,33,3,100 ppb,3,1,22137,0,0,0,0,0,0,0,0,0,0,0,0.000271039,0,0,0,0.043185617,0,0,0,0,0,0.206486877,0,0,0,0,0,0,0,0.106699191,0,0,0,0,0,0,0,0,0,0.020598997,0.188372408,0,0,0,0,0.006730813,0.012377468,0,0,0,0,0,0,0,0,0,0,0.409405068,0,0,0,0,0,0.003297646,0,0.002574875,0,0,0,0,0,0,0,0,0
M33D5,3,33,5,100 ppb,3,1,27197,0,0,0,0,0,0,0.000514763,0,0,0,0,0.000147075,0,0,0,0.049049528,0,0,0,0,0,0.163768063,0,0,0,0,0,0,0,0.15078869,0,0,0,0,0,0,0,0,0,0.017060705,0.210427621,0,0,0,0,0.015663492,0.055336986,0,0,0,0,0,0,0,0,0.000625069,0,0.32176343,0,0,0,0,0,0.006728683,0,0.00386072,0,0,0,0,0,0,0,0,0.004265176
M33D8,3,33,8,100 ppb,3,1,24176,0,0,0,0,0,0,0,0,0,0,0,0.00024818,0,0,0,0.015056254,0,0,0.00310225,0,0,0.145061218,0,0,0,0,0,0,0,0.370243216,0,0,0,0,0,0,0,0,0,0.021798478,0.285779285,0,0,0,0,0.036772005,0.043141959,0.000206817,0,0,0,0,0,0,0,0,0,0.064692257,0,0,0,0,0,0.00421906,0,0.00322634,0,0,0,0,0,0,0,0,0.00645268
M34D0,3,34,0,800 ppb,3,1,25031,0,0,0,0,0,0,0.000958811,0,0,0,0,0,0.002716631,0,0,0.017218649,0,0,0,0,0,0.201590028,0,0,0,0,0.000159802,0,0,0.19308058,0,0,0,0,0,0,0,0,0,0.038272542,0.280132636,0,0,0,0,0.037873037,0.153329871,0,0,0,0,0,0,0,0,0.009188606,0,0.065199153,0,0,0,0.000159802,0,0,0,0.000119851,0,0,0,0,0,0,0,0,0
M34D14,3,34,14,800 ppb,3,1,33150,0,0.007149321,0,0,0,0,0.054720965,0,0,0,0,0,0.002986425,0,0,0.010226244,0.006757164,0,0.000603318,0,0,0.254932127,0,0,0,0,0.000271493,0,0.001357466,0.10907994,0,0,0.000874811,0,0,0,0,0.000120664,0,0.024012066,0.134720965,0.011432881,0,0,0,0.011282051,0.020422323,0,0,0,0,0,0,0.036138763,0,0.015927602,0,0.265218703,0,0.007722474,0,0.002775264,0,0.008295626,0,0.011945701,0,0,0,0,0,0.000693816,0.000331825,0,0
M34D3,3,34,3,800 ppb,3,1,24203,0,0,0,0,0,0,0.005082015,0,0,0,0,0.000206586,0.000330538,0,0,0,0,0,0,0,0,0.374912201,0,0,0,0,0,0,0,0.10932529,0,0,0,0,0,0,0,0,0,0.034541173,0.178077098,0,0,0,0,0.01074247,0.037639962,0,0,0,0,0,0,0,0,0.000785027,0,0.24823369,0,0,0,0,0,0,0,0.000123952,0,0,0,0,0,0,0,0,0
M34D5,3,34,5,800 ppb,3,1,21716,0.005940321,0.019662921,0,0,0,0,0.074184933,0,0,0,0,0,0.077224167,0,0,0.000967029,0,0,0,0,0,0.084039418,0,0,0,0,0.001749862,0,0.004650949,0.079987106,0,0,0,0,0,0,0,0,0,0.014919875,0.077776754,0,0,0,0,0.01745257,0.011097808,0,0,0,0,0,0,0,0,0.476468963,0,0.029609505,0,0,0,0.013584454,0,0.003868116,0,0.004743047,0,0,0,0,0,0,0.002072205,0,0
M34D8,3,34,8,800 ppb,3,1,22207,0,0,0,0,0,0,0.003827622,0,0,0,0,0,0.000360247,0,0,0.001125771,0,0,0,0,0,0.240960058,0,0,0,0,0,0,0,0.180033323,0,0,0,0,0,0,0,0,0,0.020849282,0.252397893,0,0,0,0,0.070022966,0.120862791,0,0,0,0,0,0,0,0,0.00639438,0,0.098887738,0,0,0,0.001395956,0,0.002251542,0,0.000630432,0,0,0,0,0,0,0,0,0
M36D0,4,36,0,Control,3,1,24969,0,0,0,0,0,0,0.000160199,0,0,0,0,0,0,0,0,0.011534303,0,0,0,0,0,0.16680684,0.050823021,0,0,0,0,0,0,0.144499179,0,0,0,0,0,0,0,0,0,0.019464136,0.388601866,0,0,0,0,0.019824582,0.161400136,0,0,0,0,0,0,0,0,0,0,0.036885738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M36D14,4,36,14,Control,3,1,30969,0,0.000258323,0,0,0,0,0.021311634,0,0,0,0,0,0.001162453,0,0,0.061222513,0.002550938,0,0.000387484,0,0,0.270560883,0.323807679,0,0,0,0,0,0,0.05366657,0,0,0.002034292,0,0,0,0.003842552,0.000129161,0,0.033872582,0.110497594,0.001388485,0,0,0,0.013239045,0.027575963,0,0,0,0,0,0,0.003390487,0,0.011333915,0,0.048177209,0,0,0,0,0,0.006135167,0,0.003455068,0,0,0,0,0,0,0,0,0
M36D3,4,36,3,Control,3,1,22516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013945639,0,0,0.029223663,0,0,0.196482501,0.047788239,0,0,0,0,0,0,0.103126665,0,0,0,0,0,0,0,8.88E-05,0,0.02700302,0.412551075,0,0,0,0,0.019452834,0.067551963,0,0,0,8.88E-05,0,0,0,0,0,0,0.073281222,0,0,0,0,0,0.004707763,0,0.004707763,0,0,0,0,0,0,0,0,0
M36D5,4,36,5,Control,3,1,29713,0,0.000168277,0,0,0,0,0.002524148,0,0,0,0,0.000201932,0,0,0,0.011375492,0,0,0,0,0,0.269208764,0.13805405,0,0,0,0,0,0,0.12630835,0,0,0,0,0,0,0,0,0,0.02443375,0.216134352,0,0,0,0,0.05401676,0.155891361,0,0,0,0.000100966,0,0,0.000168277,0,0.000841383,0,0,0,0,0,0,0,0,0,0.00057214,0,0,0,0,0,0,0,0,0
M36D8,4,36,8,Control,3,1,20630,0,0.01032477,0,0.000242365,0,0,0.023751818,0,0,0,0,0.000193892,0.002520601,0,0,0.037372758,0,0,0.011924382,0.004992729,0,0.125593795,0.066602036,0,0,0,0,0,0,0.026078526,0,0,0.046776539,0,0.000339312,0,0.016383907,0.000193892,0,0.01565681,0.064953951,0.018322831,0,0,0,0.046194862,0.056907416,0,0.002956859,0,0,0,0,0.062045565,0,0.265632574,0,0.079156568,0,0,0,0,0,0.007901115,0,0.006980126,0,0,0,0,0,0,0,0,0
M37D0,4,37,0,DMSO,3,1,21063,0,0.008783174,0,0.001281869,0,0,0.033423539,0,0,0,0,0,0.007596259,0,0,0.020509899,0,0,0.011821678,0.001329345,0,0.103119214,0.020082609,0,0,0,0.002278878,0,0,0.097611926,0,0,0.014812705,0,0,0,0.001471775,0,0,0.013388406,0.106727437,0.00659925,0,0,0,0.010872145,0.158287044,0,0,0,0,0,0,0.026729336,0,0.290604377,0,0.018136068,0,0.015619807,0.009068034,0,0,0.004415325,0,0.011726725,0,0,0,0,0,0.003703176,0,0,0
M37D14,4,37,14,DMSO,3,1,25175,0,0,0,0,0,0,0.364766634,0,0,0,0,0,0,0,0,0.18041708,0.050724926,0,0.00877855,0,0,0.171479643,0.083535253,0,0,0,0,0,0,0.019106256,0,0,0,0,0,0,0,0,0,0.024031778,0.035074479,0,0,0,0,0.004965243,0.01469712,0,0,0,0,0,0,0,0,0,0,0.02550149,0,0.000158888,0,0,0,0.004965243,0,0.011797418,0,0,0,0,0,0,0,0,0
M37D3,4,37,3,DMSO,3,1,25288,0,0.001739956,0,0.000197722,0,0,0.045476115,0,0,0,0,0.000118633,0.001739956,0,0,0.143744068,0.006168934,0,0.0014236,0.000158178,0,0.22065802,0.031991458,0,0,0,0,0,0.000197722,0.070033217,0,0,0.001146789,0,0,0,0.001186333,0.000118633,0,0.02649478,0.318490984,0.000790889,0,0,0,0.025545713,0.062796583,0,0,0,0,0,0,0.002570389,0,0.008106612,0,0.006287567,7.91E-05,0.005971212,0,0,0,0.003519456,0,0.012733312,0,0.000118633,0,0,0,0.000395444,0,0,0
M37D5,4,37,5,DMSO,3,1,29029,0,0.010334493,0,0.000344483,0.000310035,0,0.025870681,0,0,0,0,0,0.004306039,0,0,0.00999001,0.002480278,0,0,0.001998002,0,0.178201109,0.097109787,0,0,0,0.000447828,0,0.000895656,0.06545179,0,0,0.031382411,0,0,0,0.002273588,0,0,0.019842227,0.184952978,0.005994006,0,0,0,0.046574116,0.031003479,0,0,0,0,0,0.001240139,0.019325502,0.00041338,0.103276034,0,0.011746874,0,0.038961039,0,0.002549175,0,0.005752868,0,0.081435806,0,0.000378931,0,0,0,0.015157257,0,0,0
M37D8,4,37,8,DMSO,3,1,22552,0,0.00270486,0,0,0,0,0.007094714,0,0,0,0,0,0.01556403,0,0,0.027713728,0,0,0.000753813,0.00044342,0,0.183797446,0.257626818,0,0,0,0.000310394,0,0,0.053964172,0,0,0.001995388,0,0,0,0,0,0,0.023368216,0.110367151,0.000709471,0,0,0,0.0532547,0.100656261,8.87E-05,0,0,0,0,0.010952465,0.003281305,0,0.001773679,0,0.003724725,0,0.002882228,0,0,0,0.017293366,0,0.117727918,0,0,0,0,0,0.001951046,0,0,0
M38D0,4,38,0,1 ppb,3,1,24382,0,0,0,0,0,0,0,0,0,0,0,0,0.001353457,0,0,0.089779345,0,0,0,0,0,0.181814453,0.030637355,0,0,0,0,0,0,0.207489131,0,0,0,0,0,0,0,0,0,0.022352555,0.416372734,0,0,0,0,0.023172832,0.025879747,0,0,0,0,0,0,0.000164055,0,0,0,0,0,0,0,0,0,0,0,0.000984333,0,0,0,0,0,0,0,0,0
M38D14,4,38,14,1 ppb,3,1,23731,0,0,0,0,0,0,0.416122372,0,0,0,0,0,0.000252834,0,0,0.058573174,0.053263664,0,0.01108255,0,0,0.128818845,0.098773756,0,0,0,0,0,0,0.096413973,0,0,8.43E-05,0,0,0,0,0,0,0.013020943,0.062407821,0,0,0,0,0.015675698,0.038388606,0.000252834,0,0,0,0.000758502,0,0,0,0,0,0,0,0,0,0,0,0.002191227,0,0.003918925,0,0,0,0,0,0,0,0,0
M38D3,4,38,3,1 ppb,3,1,24140,0,0,0,0,0,0,0.006338028,0,0,0,0,0.0003314,0.000289975,0,0,0.0004971,0,0,0,0,0,0.166818558,0.135252693,0,0,0,0,0,0,0.143082022,0,0,0,0,0,0,0,0,0,0.016777133,0.51097763,0,0,0,0,0.014664457,0.000952775,0,0,0,0,0.000207125,0,0.000124275,0,0,0,0,0,0,0,0,0,0,0,0.003686827,0,0,0,0,0,0,0,0,0
M38D5,4,38,5,1 ppb,3,1,27272,0,0,0,0,0,0,0.008103549,0,0,0,0,0.000146671,0.000146671,0,0,0.027537401,0,0,0.000293341,0,0,0.168707832,0.057568202,0,0.001466706,0,0,0,0,0.110772954,0,0,0,0,0,0,0,0,0,0.016097096,0.417864476,0,0,0,0,0.035274274,0.133946905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01012027,0,0.011953652,0,0,0,0,0,0,0,0,0
M38D8,4,38,8,1 ppb,3,1,22242,0,0,0,0,0,0,0.054176783,0,0,0,0,0.00031472,0,0,0,0.013173276,0.004136319,0,0.001843359,0,0,0.283562629,0.204567935,0,0.001933279,0,0,0,0,0.09306717,0,0,0,0,0,0,0,0,0,0.023244313,0.222641849,0,0,0,0,0.03039295,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014746875,0,0.021895513,0,0,0,0,0,0,0,0,0
M39D0,4,39,0,10 ppb,3,1,25772,0,0.000232811,0,0,0,0,0,0,0,0,0,0,7.76E-05,0,0,0.071278907,0,0,0.032515909,0,0,0.181320813,0.050093124,0,0.00236691,0,0,0,0,0.161337886,0,0,0.000155207,0,0,0,0,0,0,0.026695639,0.369043924,0,0,0,0,0.026540431,0.045165296,0,0,0,0,0,0,0.000737234,0,0.000659631,0,0.004112991,0,0,0,0,0,0.004268198,0,0.023125873,0,0.000155207,0,0,0,0.000116405,0,0,0
M39D14,4,39,14,10 ppb,3,1,31571,0,0.000443445,0,0,0,0,0.509898324,0,0,0,0,0,0,0,0,0.085806595,0.072566596,0,0.005606411,0,0,0.113110133,0.037724494,0,0,0,0,0,0,0.028317126,0,0,0,0,0,0,0,0.000126699,0,0.012954927,0.028697222,0,0,0,0,0.015045453,0.019353204,0,0,0,0,0,0,0.000665167,0,0,0,0.054797124,0,0.000158373,0,0,0,0.005416363,0,0.009312344,0,0,0,0,0,0,0,0,0
M39D3,4,39,3,10 ppb,3,1,23763,0,0,0,0,0,0,0.000420822,0,0,0,0,0,0.002903674,0,0,0.073433489,0,0,0.012498422,0,0,0.309935614,0.030846274,0,0,0,0,0,0,0.200227244,0,0,0,0,0,0,0,0.000210411,0,0.016664563,0.212262761,0,0,0,0,0.01868451,0.031435425,0,0,0,0,0,0,0.000925809,0,0,0,0.080545386,0,0,0,0,0,0,0,0.009005597,0,0,0,0,0,0,0,0,0
M39D5,4,39,5,10 ppb,3,1,22382,0,0.00469127,0,0.000848896,0.000178715,0,0.026896613,0,0,0,0,0.000223394,0.048208382,0,0,0.046421231,0.002323296,0,0.020596908,0.002770083,0,0.17362166,0.055267626,0,0,0,0,0,0,0.104861049,0,0,0.010946296,0,0,0,0.00576356,0,0,0.010901617,0.232508266,0.022428737,0,0,0,0.018094898,0.070100974,0,0,0,0,0,0,0.078679296,0,0.000312751,0,0.006076311,0,0.017960861,0,0,0,0.003440264,0,0.029666696,0,0,0.000223394,0,0,0.005986954,0,0,0
M39D8,4,39,8,10 ppb,3,1,31500,0,0,0,0,0,0,0.009714286,0,0,0,0,0.000507937,0,0,0,0.00631746,0,0,0.005936508,0,0,0.162126984,0.110444444,0,0,0,0,0,0,0.194952381,0,0,0,0,0,0,0,0.00015873,0,0.019873016,0.368539683,0,0,0,0,0.023968254,0.056222222,0,0,0,0,0,0,6.35E-05,0,0,0,0.033873016,0,0,0,0,0,0.001777778,0,0.00552381,0,0,0,0,0,0,0,0,0
M3D0,1,3,0,1 ppb,1,1,23976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093760427,0,0,0,0.025275275,0,0,0.004087421,0,0,0,0.261219553,0,0,0,0,0,0,0,0,0,0.034492826,0.275984318,0,0,0,0,0.143143143,0.048923924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012220554,0,0.100892559,0,0,0,0,0,0,0,0,0
M3D14,1,3,14,1 ppb,1,1,27392,0,0,0,0,0,0,0.000255549,0,0,0,0,0,0,0,0,0,0,0,0.241128797,0,0,0,0.046911507,0,0.004307827,0.003139603,0,0,0,0.164099007,0,0,0,0,0,0,0,0,0,0.032673773,0.22692757,0,0,0,0,0.092216706,0.074510806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006206192,0,0.106636974,0,0,0,0,0.000985689,0,0,0,0
M3D3,1,3,3,1 ppb,1,1,21132,0,0,0,0,0,0,0.002034829,0,0,0,0,0,0,0,0,0.000331251,0,0,0.069752035,0,9.46E-05,0.001845542,0.10396555,0,0,0.002981261,0,0,0,0.284686731,0,0,0,0,0,0,0,0,0,0.054561802,0.320556502,0,0,0,0,0.071408291,0.025884914,0,0,0,0.002034829,0,0,0,0,0,0,0,0,0,0,0,0,0.006672345,0,0.053189476,0,0,0,0,0,0,0,0,0
M3D5,1,3,5,1 ppb,1,1,24575,0.039226857,0,0,0,0,0,0.292614446,0,0,0,0,0,0.001668362,0,0,0,0,0,0.089806714,0,0,0,0.029094608,0,0.002807731,0.001017294,0,0,0,0.169155646,0,0,0,0,0,0,0,0,0,0.018921668,0.16923703,0,0,0,0,0.022624619,0.018799593,0,0,0,0,0,0,0,0,0,0,0,8.14E-05,0,0,0,0,0.004598169,0,0.139735504,0,0,0,0,0.000610376,0,0,0,0
M3D8,1,3,8,1 ppb,1,1,24832,0.004067332,0,0,0,0,0,0.03515625,0,0,0,0,0,0.001530284,0,0,0,0,0,0.184278351,0,0,0,0.073775773,0,0,0.004590851,0,0,0,0.179526418,0,0,0,0,0,0,0,0,0,0.054969394,0.274444265,0,0,0,0,0.078004188,0.046391753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006080863,0,0.057184278,0,0,0,0,0,0,0,0,0
M40D0,4,40,0,100 ppb,3,1,27091,0,0,0,0,0,0,0.000369126,0,0,0,0,0,0,0,0,0.028016685,0,0,0.010003322,0,0,0.215717397,0.057546787,0,0.004097302,0,0,0,0,0.194197335,0,0,0,0,0,0,0,0,0,0.029862316,0.39991141,0,0,0,0,0.004244952,0.030268355,0,0,0,0,0,0,7.38E-05,0,0,0,0,0,0,0,0,0,0.004392603,0,0.021298586,0,0,0,0,0,0,0,0,0
